species	crispr_positive	crispr_negative	distance
Klebsiella pneumoniae	GCA_025037705.1_PDT001386096.1_genomic	GCA_022033915.1_PDT000901748.1_genomic	2.1014352000000002e-4
Klebsiella pneumoniae	GCA_022948815.1_PDT001276251.1_genomic	GCA_022033915.1_PDT000901748.1_genomic	4.1117252e-4
Klebsiella pneumoniae	GCA_026319975.1_PDT001495274.1_genomic	GCA_022033915.1_PDT000901748.1_genomic	2.1238752e-4
Klebsiella pneumoniae	GCA_021903115.1_PDT001159185.1_genomic	GCA_022033915.1_PDT000901748.1_genomic	1.222704e-5
Klebsiella pneumoniae	GCA_027625635.1_PDT001558127.1_genomic	GCA_022033915.1_PDT000901748.1_genomic	2.0869152e-4
Klebsiella pneumoniae	GCA_022001385.1_PDT000987000.1_genomic	GCA_022033915.1_PDT000901748.1_genomic	1.222704e-5
Klebsiella pneumoniae	GCA_021975955.1_PDT001011512.1_genomic	GCA_022033915.1_PDT000901748.1_genomic	0
Klebsiella pneumoniae	GCA_022106675.1_PDT001244737.1_genomic	GCA_022033915.1_PDT000901748.1_genomic	2.0939052e-4
Klebsiella pneumoniae	GCA_022055215.1_PDT000879588.1_genomic	GCA_022033915.1_PDT000901748.1_genomic	0
Klebsiella pneumoniae	GCF_023757345.1_ASM2375734v1_genomic	GCA_022033915.1_PDT000901748.1_genomic	2.1409752000000002e-4
Klebsiella pneumoniae	GCA_025224295.1_PDT001417266.1_genomic	GCA_022033915.1_PDT000901748.1_genomic	1.222704e-5
Klebsiella pneumoniae	GCA_024429815.1_PDT001366508.1_genomic	GCA_022033915.1_PDT000901748.1_genomic	2.0867152000000002e-4
Klebsiella pneumoniae	GCA_024490935.1_PDT001373267.1_genomic	GCA_022033915.1_PDT000901748.1_genomic	0
Klebsiella pneumoniae	GCA_020479385.1_ASM2047938v1_genomic	GCA_022033915.1_PDT000901748.1_genomic	0
Klebsiella pneumoniae	GCF_002510065.1_ASM251006v1_genomic	GCA_022033915.1_PDT000901748.1_genomic	4.1111952000000003e-4
Klebsiella pneumoniae	GCA_021911665.1_PDT001094754.1_genomic	GCA_022033915.1_PDT000901748.1_genomic	0
Klebsiella pneumoniae	GCA_022297275.1_PDT000423561.1_genomic	GCA_022033915.1_PDT000901748.1_genomic	2.0867152000000002e-4
Klebsiella pneumoniae	GCA_025884595.1_PDT001468635.1_genomic	GCA_022033915.1_PDT000901748.1_genomic	0
Klebsiella pneumoniae	GCA_016137085.1_ASM1613708v1_genomic	GCA_022033915.1_PDT000901748.1_genomic	2.1014352000000002e-4
Klebsiella pneumoniae	GCA_023024345.1_PDT001289660.1_genomic	GCA_022033915.1_PDT000901748.1_genomic	2.0867152000000002e-4
Klebsiella pneumoniae	GCA_021950055.1_PDT001025148.1_genomic	GCA_022033915.1_PDT000901748.1_genomic	2.1074552e-4
Klebsiella pneumoniae	GCA_021455565.1_ASM2145556v1_genomic	GCA_022033915.1_PDT000901748.1_genomic	2.0869052000000002e-4
Klebsiella pneumoniae	GCA_022258055.1_PDT000437268.1_genomic	GCA_022033915.1_PDT000901748.1_genomic	2.1222752e-4
Klebsiella pneumoniae	GCA_022244485.1_PDT000441152.1_genomic	GCA_022033915.1_PDT000901748.1_genomic	2.0939052e-4
Klebsiella pneumoniae	GCA_022176025.1_PDT000749123.1_genomic	GCA_021902835.1_PDT001159236.1_genomic	0
Campylobacter jejuni	GCA_022222525.1_PDT001249213.1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.011219604160999999
Campylobacter jejuni	GCA_004916515.1_PDT000420934.1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.009991884121
Campylobacter jejuni	GCA_019622505.1_ASM1962250v1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.011537877542399998
Campylobacter jejuni	GCA_008332465.1_PDT000578442.1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.011523687531
Campylobacter jejuni	GCA_005133545.1_PDT000062801.2_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.0088215635324
Campylobacter jejuni	GCA_019279475.1_PDT001092478.1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.008334950111
Campylobacter jejuni	GCA_007458935.1_PDT000541643.1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.010836668741
Campylobacter jejuni	GCA_025870525.1_PDT001468401.1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.010548076981
Campylobacter jejuni	GCA_005358125.1_PDT000363182.1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.010662796459999999
Campylobacter jejuni	GCA_011993725.1_PDT000717872.1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.012032636121
Campylobacter jejuni	GCA_005058225.1_PDT000308903.2_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.010836668741
Campylobacter jejuni	GCA_005172185.1_PDT000294585.2_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.011224730611
Campylobacter jejuni	GCA_004975385.1_PDT000245248.2_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.010613742792399999
Campylobacter jejuni	GCA_020331755.1_PDT001145329.1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.010858137761
Campylobacter jejuni	GCA_017587715.1_PDT000991193.1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.0104079724924
Campylobacter jejuni	GCA_008826685.1_PDT000599011.1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.010032029599999999
Campylobacter jejuni	GCA_004892535.1_PDT000411120.1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.010612095161
Campylobacter jejuni	GCA_010214215.1_PDT000634774.1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.0101462530724
Campylobacter jejuni	GCA_018354205.1_PDT001025872.1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.0077616442600000005
Campylobacter jejuni	GCA_023021245.1_PDT001289834.1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.010506304041
Campylobacter jejuni	GCA_005002035.1_PDT000225277.2_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.01147216856
Campylobacter jejuni	GCA_018355385.1_PDT001025769.1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.0102288233
Campylobacter jejuni	GCA_024115255.1_PDT001338070.3_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.012168521541
Campylobacter jejuni	GCA_007956905.1_PDT000556238.1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.010599135931
Campylobacter jejuni	GCA_010339815.1_PDT000567017.1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.0115816665724
Campylobacter jejuni	GCA_021515135.1_PDT001225950.1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.010844908672399999
Campylobacter jejuni	GCA_008771075.1_PDT000595030.1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.0077576797114
Campylobacter jejuni	GCA_018525185.1_PDT001042713.1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.009208983111
Campylobacter jejuni	GCA_005229595.1_PDT000489080.1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.007963379111
Campylobacter jejuni	GCA_005379585.1_PDT000376770.1_genomic	GCA_010362205.1_PDT000653507.1_genomic	0.008677555471
Campylobacter coli	GCA_005522735.1_PDT000501537.1_genomic	GCA_005521575.1_PDT000500896.1_genomic	0.00292326966
Campylobacter coli	GCA_010265735.1_PDT000629846.1_genomic	GCA_005521575.1_PDT000500896.1_genomic	0.0063872778
Campylobacter coli	GCA_005185525.1_PDT000262115.2_genomic	GCA_005521575.1_PDT000500896.1_genomic	0.0034456078
Campylobacter coli	GCA_004923855.1_PDT000051328.2_genomic	GCA_005521575.1_PDT000500896.1_genomic	0.0043614354000000004
Campylobacter coli	GCA_004994325.1_PDT000281124.2_genomic	GCA_005521575.1_PDT000500896.1_genomic	0.00381808352
Campylobacter coli	GCA_013717645.1_PDT000764741.1_genomic	GCA_005521575.1_PDT000500896.1_genomic	0.00287309105
Campylobacter coli	GCA_014258345.1_PDT000817259.1_genomic	GCA_005521575.1_PDT000500896.1_genomic	0.0029052410000000002
Campylobacter coli	GCA_023631705.1_ASM2363170v1_genomic	GCA_005521575.1_PDT000500896.1_genomic	0.0020302558
Campylobacter coli	GCA_026868875.1_PDT001523947.1_genomic	GCA_020908885.1_PDT001181955.1_genomic	0.007429285236000001
Campylobacter coli	GCA_025693385.1_PDT001452954.1_genomic	GCA_020908885.1_PDT001181955.1_genomic	0.002935729236
Campylobacter coli	GCA_021392115.1_ASM2139211v1_genomic	GCA_020908885.1_PDT001181955.1_genomic	0.003214770286
Campylobacter coli	GCA_019780785.1_PDT001117165.1_genomic	GCA_020908885.1_PDT001181955.1_genomic	0.002407865816
Campylobacter coli	GCA_004909535.1_PDT000479778.1_genomic	GCA_020908885.1_PDT001181955.1_genomic	0.011454421916000001
Campylobacter coli	GCA_005120405.1_PDT000184337.2_genomic	GCA_020908885.1_PDT001181955.1_genomic	0.00242261408
Campylobacter coli	GCA_005289085.1_PDT000123808.2_genomic	GCA_020908885.1_PDT001181955.1_genomic	0.00236549045
Campylobacter coli	GCA_017109885.1_PDT000973611.1_genomic	GCA_020908885.1_PDT001181955.1_genomic	0.003707619826
Campylobacter coli	GCA_012784055.1_PDT000725525.1_genomic	GCA_020908885.1_PDT001181955.1_genomic	0.0037974092359999998
Campylobacter coli	GCA_019260405.1_PDT001087844.1_genomic	GCA_020908885.1_PDT001181955.1_genomic	0.003359028826
Campylobacter coli	GCA_008261725.1_PDT000576589.1_genomic	GCA_020908885.1_PDT001181955.1_genomic	0.0015006007000000002
Campylobacter coli	GCA_005034335.1_PDT000272523.2_genomic	GCA_020908885.1_PDT001181955.1_genomic	0.0038286641359999997
Campylobacter coli	GCA_022218715.1_PDT001248785.1_genomic	GCA_020908885.1_PDT001181955.1_genomic	0.0029151952800000004
Campylobacter coli	GCA_013718185.1_PDT000764723.1_genomic	GCA_020908885.1_PDT001181955.1_genomic	0.002764892266
Campylobacter coli	GCA_005117975.1_PDT000176562.2_genomic	GCA_020908885.1_PDT001181955.1_genomic	0.0038516404999999997
Campylobacter coli	GCA_010904985.1_PDT000682407.1_genomic	GCA_020908885.1_PDT001181955.1_genomic	0.012403437836
Campylobacter coli	GCA_004829845.1_PDT000385050.2_genomic	GCA_020908885.1_PDT001181955.1_genomic	0.00437759468
Campylobacter coli	GCA_017346335.1_PDT000982974.1_genomic	GCA_020908885.1_PDT001181955.1_genomic	0.00207568289
Campylobacter coli	GCA_005010035.1_PDT000199993.2_genomic	GCA_020908885.1_PDT001181955.1_genomic	0.00106813046
Campylobacter coli	GCA_026862615.1_PDT001519658.1_genomic	GCA_020908885.1_PDT001181955.1_genomic	0.0040935222359999995
Campylobacter coli	GCA_008780875.1_PDT000594759.1_genomic	GCA_020908885.1_PDT001181955.1_genomic	0.016087365236
Campylobacter coli	GCA_017212335.1_PDT000941481.1_genomic	GCA_020908885.1_PDT001181955.1_genomic	0.00106969118
Pseudomonas aeruginosa	GCA_021696485.1_PDT000753494.1_genomic	GCA_000505885.1_JD303.contigs_genomic	6.2996079498e-5
Pseudomonas aeruginosa	GCA_023934125.1_PDT001346456.1_genomic	GCA_000505885.1_JD303.contigs_genomic	4.69817926398e-4
Pseudomonas aeruginosa	GCF_003969155.1_ASM396915v1_genomic	GCA_000505885.1_JD303.contigs_genomic	6.29836669e-5
Pseudomonas aeruginosa	GCF_022424125.1_ASM2242412v1_genomic	GCA_000505885.1_JD303.contigs_genomic	2.633731674e-4
Pseudomonas aeruginosa	GCA_025105575.1_ASM2510557v1_genomic	GCA_000505885.1_JD303.contigs_genomic	6.790331117979999e-4
Pseudomonas aeruginosa	GCF_003629035.1_ASM362903v1_genomic	GCA_000505885.1_JD303.contigs_genomic	4.7477652e-4
Pseudomonas aeruginosa	GCF_000795585.1_AZPAE13866_genomic	GCA_000505885.1_JD303.contigs_genomic	8.84703040798e-4
Pseudomonas aeruginosa	GCA_015732835.1_ASM1573283v1_genomic	GCA_000505885.1_JD303.contigs_genomic	6.78112909398e-4
Pseudomonas aeruginosa	GCA_025000745.1_PDT001388860.1_genomic	GCA_000505885.1_JD303.contigs_genomic	2.6403866139800003e-4
Pseudomonas aeruginosa	GCA_023951815.1_PDT001344012.1_genomic	GCA_000505885.1_JD303.contigs_genomic	4.7040818551800006e-4
Pseudomonas aeruginosa	GCA_025003965.1_PDT001388333.1_genomic	GCA_000505885.1_JD303.contigs_genomic	4.700375134e-4
Pseudomonas aeruginosa	GCF_026636195.1_ASM2663619v1_genomic	GCA_000505885.1_JD303.contigs_genomic	6.2984512098e-5
Pseudomonas aeruginosa	GCF_021061125.1_ASM2106112v1_genomic	GCA_000505885.1_JD303.contigs_genomic	8.82354315e-4
Pseudomonas aeruginosa	GCA_021712095.1_PDT000424169.1_genomic	GCF_000506025.1_JD323.contigs_genomic	1.5469914000000004e-4
Pseudomonas aeruginosa	GCF_002326665.1_ASM232666v1_genomic	GCF_000506025.1_JD323.contigs_genomic	0.00056659507600000005
Pseudomonas aeruginosa	GCF_900144165.1_67_genomic	GCF_000506025.1_JD323.contigs_genomic	4.92635279e-4
Pseudomonas aeruginosa	GCF_022810965.1_ASM2281096v1_genomic	GCF_000506025.1_JD323.contigs_genomic	2.84449791e-4
Pseudomonas aeruginosa	GCA_023920905.1_PDT001346127.1_genomic	GCF_000506025.1_JD323.contigs_genomic	2.84992451e-4
Pseudomonas aeruginosa	GCA_024004645.1_PDT001339026.1_genomic	GCF_000506025.1_JD323.contigs_genomic	8.4949888e-5
Pseudomonas aeruginosa	GCF_001037345.1_ASM103734v1_genomic	GCF_000506025.1_JD323.contigs_genomic	4.5940673000000005e-4
Pseudomonas aeruginosa	GCA_024002555.1_PDT001348387.1_genomic	GCF_000506025.1_JD323.contigs_genomic	2.902969978e-4
Pseudomonas aeruginosa	GCF_003973825.1_ASM397382v1_genomic	GCF_000506025.1_JD323.contigs_genomic	2.8498074800000005e-4
Pseudomonas aeruginosa	GCA_021670675.1_PDT000774270.1_genomic	GCF_000506025.1_JD323.contigs_genomic	0.0011251125089999999
Pseudomonas aeruginosa	GCF_021891655.1_ASM2189165v1_genomic	GCF_000506025.1_JD323.contigs_genomic	5.793890227e-4
Pseudomonas aeruginosa	GCA_023936005.1_PDT001345885.1_genomic	GCF_000506025.1_JD323.contigs_genomic	4.918907049999999e-4
Pseudomonas aeruginosa	GCF_004369975.1_ASM436997v1_genomic	GCF_000506025.1_JD323.contigs_genomic	4.918907049999999e-4
Pseudomonas aeruginosa	GCA_025237565.1_ASM2523756v1_genomic	GCF_000506025.1_JD323.contigs_genomic	3.5670208600000006e-4
Pseudomonas aeruginosa	GCF_002326305.1_ASM232630v1_genomic	GCF_000506025.1_JD323.contigs_genomic	2.8192770000000003e-4
Pseudomonas aeruginosa	GCA_021709155.1_PDT000424316.1_genomic	GCF_000506025.1_JD323.contigs_genomic	7.732379127e-4
Pseudomonas aeruginosa	GCA_015764555.1_ASM1576455v1_genomic	GCF_000506025.1_JD323.contigs_genomic	2.8252749e-4
Listeria monocytogenes	GCA_018839095.1_PDT001066661.1_genomic	GCA_010017665.1_PDT000646019.1_genomic	6.1518463178e-4
Listeria monocytogenes	GCA_009410205.1_PDT000619288.1_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.00421797389
Listeria monocytogenes	GCA_013670895.1_PDT000770466.1_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.0042644893833
Listeria monocytogenes	GCF_002489655.1_ASM248965v1_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.004468344500299999
Listeria monocytogenes	GCA_025165315.1_PDT001415441.1_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.004246151950299999
Listeria monocytogenes	GCA_004696745.1_PDT000208459.2_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.004468344500299999
Listeria monocytogenes	GCA_019071345.1_ASM1907134v1_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.004463267383299999
Listeria monocytogenes	GCA_009611335.1_PDT000456618.2_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.0052774083833
Listeria monocytogenes	GCA_013543375.1_PDT000781788.1_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.0052779616069
Listeria monocytogenes	GCF_016126415.1_ASM1612641v1_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.004468344500299999
Listeria monocytogenes	GCA_004515785.1_PDT000131945.2_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.004478541383299999
Listeria monocytogenes	GCA_026181295.1_PDT001485514.1_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.004468344500299999
Listeria monocytogenes	GCA_009304435.1_PDT000419007.2_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.0042483180203
Listeria monocytogenes	GCA_004757785.1_PDT000379812.2_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.004246151950299999
Listeria monocytogenes	GCA_004656425.1_PDT000112894.2_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.0050790174063
Listeria monocytogenes	GCA_022462695.1_ASM2246269v1_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.0052774083833
Listeria monocytogenes	GCA_015012055.1_PDT000859130.1_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.004468344500299999
Listeria monocytogenes	GCA_024254905.1_ASM2425490v1_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.0050790174063
Listeria monocytogenes	GCA_004648225.1_PDT000101436.2_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.004246021589999999
Listeria monocytogenes	GCA_004508005.1_PDT000024542.3_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.0050790174063
Listeria monocytogenes	GCF_001759065.1_ASM175906v1_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.004246151950299999
Listeria monocytogenes	GCA_010985555.1_PDT000687525.1_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.0037999755900000004
Listeria monocytogenes	GCA_004760185.1_PDT000380430.2_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.0044704400833
Listeria monocytogenes	GCA_024251465.1_ASM2425146v1_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.004246151950299999
Listeria monocytogenes	GCA_022442885.1_PDT001257219.1_genomic	GCA_020285965.1_PDT001144966.1_genomic	0.0037999755900000004
Listeria monocytogenes	GCF_002114905.1_ASM211490v1_genomic	GCA_010101375.1_PDT000153459.2_genomic	0
Listeria monocytogenes	GCF_003703595.1_ASM370359v1_genomic	GCA_010101375.1_PDT000153459.2_genomic	0
Listeria monocytogenes	GCA_004399595.1_PDT000029680.3_genomic	GCA_010101375.1_PDT000153459.2_genomic	2.112516697e-4
Listeria monocytogenes	GCA_004627335.1_PDT000270699.2_genomic	GCA_010101375.1_PDT000153459.2_genomic	1.23483982e-5
Listeria monocytogenes	GCA_004583015.1_PDT000156431.2_genomic	GCA_010101375.1_PDT000153459.2_genomic	2.111280903e-4
Acinetobacter baumannii	GCF_021020445.1_ASM2102044v1_genomic	GCF_014893725.1_ASM1489372v1_genomic	0.0011655209658400002
Acinetobacter baumannii	GCF_017582345.1_ASM1758234v1_genomic	GCF_014893725.1_ASM1489372v1_genomic	5.8963914914e-4
Acinetobacter baumannii	GCF_023004785.1_ASM2300478v1_genomic	GCF_014893725.1_ASM1489372v1_genomic	0.001166058299412
Acinetobacter baumannii	GCF_006493735.1_ASM649373v1_genomic	GCF_014893725.1_ASM1489372v1_genomic	0.0015605417178
