GCF_003018035.1_ASM301803v1_genomic.fna	98.48	97.76	98.97	96.93	96.98	98.27	97.69	99.84	97.27	99.78	100.00	99.78	99.77	99.64	99.72	99.73	99.70	99.94	99.95	96.93	99.92	99.97	99.78	97.57	97.70	97.59	99.59	99.16	98.84	99.78	99.73	97.75	99.78	99.78	99.80	99.78	99.92	99.87	99.86	99.87	99.93	96.95	96.95	97.89	97.76	98.95	98.58	98.63	99.62	99.73
GCF_003018055.1_ASM301805v1_genomic.fna	98.45	97.69	98.97	96.98	97.13	98.33	97.57	99.67	97.26	99.85	99.78	100.00	99.68	99.85	99.80	99.73	99.68	99.73	99.71	97.00	99.70	99.77	99.72	97.57	97.44	97.57	99.23	99.24	98.80	99.73	99.70	97.59	99.67	99.64	99.73	99.70	99.67	99.63	99.72	99.68	99.70	96.93	97.02	97.89	97.74	98.89	98.85	98.51	99.67	99.63
GCF_003018135.1_ASM301813v1_genomic.fna	98.45	97.70	98.86	96.98	96.96	98.24	97.59	99.73	97.13	99.71	99.77	99.68	100.00	99.63	99.72	99.77	99.97	99.71	99.77	96.95	99.73	99.73	99.78	97.57	97.57	97.57	99.48	99.29	98.79	99.78	99.73	97.76	99.84	99.77	99.77	99.72	99.77	99.59	99.73	99.72	99.77	97.01	96.93	98.04	97.69	98.77	98.85	98.71	99.93	99.97
GCF_003018315.1_ASM301831v1_genomic.fna	98.50	97.73	98.97	96.93	96.96	98.30	97.76	99.57	97.14	99.85	99.64	99.85	99.63	100.00	99.63	99.64	99.63	99.59	99.62	96.95	99.59	99.62	99.62	97.71	97.69	97.70	99.14	99.10	98.77	99.63	99.64	97.70	99.45	99.66	99.59	99.64	99.63	99.57	99.62	99.50	99.53	96.61	96.72	97.95	97.70	98.76	98.62	98.25	99.64	99.53
GCF_003018455.1_ASM301845v1_genomic.fna	98.50	97.84	98.81	96.90	96.95	98.30	97.76	99.91	97.28	99.78	99.72	99.80	99.72	99.63	100.00	99.70	99.73	99.84	99.84	96.75	99.72	99.73	99.83	97.57	97.70	97.59	99.53	99.16	98.89	99.83	99.78	97.70	99.73	99.78	99.80	99.72	99.73	99.62	99.71	99.77	99.73	96.70	96.65	97.67	97.75	98.95	98.84	98.62	99.68	99.73
GCF_003018555.1_ASM301855v1_genomic.fna	98.46	97.73	98.97	96.95	96.96	98.28	97.74	99.70	97.27	99.72	99.73	99.73	99.77	99.64	99.70	100.00	99.80	99.67	99.68	96.95	99.73	99.72	99.78	97.57	97.59	97.58	99.39	99.23	98.79	99.68	99.73	97.76	99.78	99.78	99.73	99.77	99.71	99.63	99.73	99.73	99.73	97.00	96.93	98.04	97.74	98.84	98.84	98.62	99.77	99.80
GCF_003018575.1_ASM301857v1_genomic.fna	98.46	97.68	98.97	96.93	96.97	98.21	97.58	99.72	97.27	99.71	99.70	99.68	99.97	99.63	99.73	99.80	100.00	99.71	99.73	96.95	99.72	99.73	99.86	97.57	97.57	97.57	99.45	99.24	98.78	99.78	99.77	97.71	99.83	99.71	99.78	99.73	99.73	99.50	99.71	99.71	99.77	96.96	96.95	98.07	97.69	98.82	98.90	98.71	99.94	99.97
GCF_003018795.1_ASM301879v1_genomic.fna	98.48	97.76	98.97	96.95	96.96	98.29	97.59	99.84	97.26	99.73	99.94	99.73	99.71	99.59	99.84	99.67	99.71	100.00	99.93	96.95	99.91	99.91	99.73	97.76	97.70	97.75	99.50	99.10	98.80	99.78	99.80	97.70	99.78	99.85	99.78	99.84	99.92	99.84	99.92	99.94	99.97	96.93	96.95	97.94	97.76	98.79	98.85	98.71	99.70	99.73
GCF_003018895.1_ASM301889v1_genomic.fna	98.47	97.76	98.97	96.95	96.96	98.30	97.57	99.78	97.26	99.77	99.95	99.71	99.77	99.62	99.84	99.68	99.73	99.93	100.00	96.95	99.92	99.94	99.71	97.75	97.75	97.76	99.59	99.19	98.84	99.77	99.80	97.76	99.71	99.71	99.80	99.83	99.91	99.87	99.89	99.92	99.93	96.95	97.00	97.97	97.76	98.79	98.79	98.71	99.73	99.72
GCF_003697165.2_ASM369716v2_genomic.fna	96.92	96.95	96.92	99.57	97.38	96.74	96.78	96.93	97.67	96.95	96.93	97.00	96.95	96.95	96.75	96.95	96.95	96.95	96.95	100.00	96.93	96.93	96.93	96.95	96.95	96.99	96.93	96.93	96.95	96.95	96.95	96.95	96.93	96.95	96.98	96.98	96.95	96.95	96.95	96.95	96.95	96.95	97.16	97.02	96.95	96.95	96.98	96.75	96.95	96.95
GCF_003966465.1_ASM396646v1_genomic.fna	98.47	97.84	98.86	96.93	96.95	98.27	97.70	99.78	97.29	99.72	99.92	99.70	99.73	99.59	99.72	99.73	99.72	99.91	99.92	96.93	100.00	99.87	99.77	97.57	97.59	97.57	99.45	99.11	98.84	99.70	99.63	97.75	99.70	99.66	99.73	99.72	99.97	99.77	99.87	99.77	99.80	97.02	96.72	97.80	97.76	98.85	98.78	98.71	99.67	99.72
GCF_004358365.1_ASM435836v1_genomic.fna	98.44	97.76	98.92	96.93	96.95	98.27	97.71	99.68	97.29	99.77	99.97	99.77	99.73	99.62	99.73	99.72	99.73	99.91	99.94	96.93	99.87	100.00	99.78	97.76	97.59	97.57	99.36	99.17	98.79	99.77	99.78	97.75	99.77	99.80	99.78	99.78	99.91	99.86	99.92	99.86	99.93	96.98	96.95	97.99	97.75	98.71	98.71	98.71	99.68	99.68
GCF_004358405.1_ASM435840v1_genomic.fna	98.48	97.70	98.97	96.98	96.96	98.27	97.59	99.68	97.27	99.77	99.78	99.72	99.78	99.62	99.83	99.78	99.86	99.73	99.71	96.93	99.77	99.78	100.00	97.57	97.57	97.57	99.57	99.24	98.78	99.72	99.73	97.76	99.84	99.77	99.77	99.78	99.78	99.71	99.78	99.78	99.78	96.99	96.95	98.02	97.76	98.86	98.83	98.65	99.84	99.80
GCF_005221885.1_ASM522188v1_genomic.fna	98.11	99.97	97.74	96.93	96.93	97.67	99.83	97.75	97.14	97.84	97.57	97.57	97.57	97.71	97.57	97.57	97.57	97.76	97.75	96.95	97.57	97.76	97.57	100.00	99.78	99.83	97.57	97.57	97.72	97.57	97.57	99.78	97.57	97.57	97.57	97.57	97.57	97.57	97.69	97.69	97.57	96.88	96.94	97.28	99.78	97.70	97.57	97.75	97.57	97.74
GCF_006874785.1_ASM687478v1_genomic.fna	98.03	99.88	97.74	96.78	96.95	97.67	99.95	97.57	97.14	97.76	97.70	97.44	97.57	97.69	97.70	97.59	97.57	97.70	97.75	96.95	97.59	97.59	97.57	99.78	100.00	99.92	97.69	97.57	97.73	97.69	97.70	99.94	97.57	97.57	97.57	97.57	97.57	97.71	97.69	97.71	97.57	96.93	96.97	97.54	99.86	97.69	97.59	97.75	97.57	97.69
GCF_008931135.1_ASM893113v1_genomic.fna	98.02	99.89	97.80	96.95	97.07	97.72	99.91	97.57	97.28	97.76	97.59	97.57	97.57	97.70	97.59	97.58	97.57	97.75	97.76	96.99	97.57	97.57	97.57	99.83	99.92	100.00	97.58	97.70	97.73	97.57	97.57	99.89	97.59	97.57	97.57	97.44	97.59	97.74	97.75	97.57	97.57	97.10	97.10	97.53	99.84	97.57	97.69	97.82	97.57	97.73
GCF_009650035.1_ASM965003v1_genomic.fna	98.45	97.69	98.97	96.67	96.97	98.24	97.76	99.62	97.12	99.39	99.59	99.23	99.48	99.14	99.53	99.39	99.45	99.50	99.59	96.93	99.45	99.36	99.57	97.57	97.69	97.58	100.00	99.36	98.70	99.59	99.63	97.74	99.50	99.57	99.62	99.57	99.50	99.57	99.57	99.53	99.57	96.95	96.93	97.84	97.74	98.74	98.74	98.54	99.48	99.50
GCF_011996085.1_ASM1199608v1_genomic.fna	98.47	97.70	98.82	96.65	96.98	98.27	97.76	99.36	97.16	99.40	99.16	99.24	99.29	99.10	99.16	99.23	99.24	99.10	99.19	96.93	99.11	99.17	99.24	97.57	97.57	97.70	99.36	100.00	98.78	99.29	99.10	97.58	99.04	99.19	99.10	99.12	99.09	99.29	99.20	99.20	99.11	96.93	96.95	98.05	97.76	98.58	98.71	98.51	99.10	99.29
GCF_013357365.1_ASM1335736v1_genomic.fna	98.50	97.87	99.03	96.95	96.97	98.26	97.73	98.85	96.97	98.77	98.84	98.80	98.79	98.77	98.89	98.79	98.78	98.80	98.84	96.95	98.84	98.79	98.78	97.72	97.73	97.73	98.70	98.78	100.00	98.84	98.84	97.80	98.77	98.70	98.84	98.71	98.84	98.79	98.84	98.80	98.84	96.99	96.96	98.06	97.72	99.93	99.50	98.52	98.84	98.66
GCF_014058445.2_ASM1405844v2_genomic.fna	98.48	97.74	98.97	96.93	96.96	98.29	97.71	99.90	97.26	99.77	99.78	99.73	99.78	99.63	99.83	99.68	99.78	99.78	99.77	96.95	99.70	99.77	99.72	97.57	97.69	97.57	99.59	99.29	98.84	100.00	99.83	97.59	99.78	99.78	99.87	99.88	99.73	99.57	99.77	99.73	99.73	96.93	96.74	97.79	97.76	98.85	98.70	98.71	99.62	99.72
GCF_024300685.1_ASM2430068v1_genomic.fna	98.48	97.74	98.97	96.95	96.94	98.27	97.59	99.84	97.26	99.77	99.73	99.70	99.73	99.64	99.78	99.73	99.77	99.80	99.80	96.95	99.63	99.78	99.73	97.57	97.70	97.57	99.63	99.10	98.84	99.83	100.00	97.70	99.70	99.73	99.91	99.85	99.67	99.73	99.67	99.77	99.77	96.78	96.93	97.87	97.71	98.94	98.71	98.65	99.59	99.67
GCF_025995675.1_ASM2599567v1_genomic.fna	98.03	99.86	97.74	96.78	96.94	97.67	99.90	97.58	97.16	97.76	97.75	97.59	97.76	97.70	97.70	97.76	97.71	97.70	97.76	96.95	97.75	97.75	97.76	99.78	99.94	99.89	97.74	97.58	97.80	97.59	97.70	100.00	97.70	97.59	97.70	97.59	97.69	97.76	97.70	97.76	97.71	96.95	96.93	97.52	99.83	97.73	97.68	97.82	97.69	97.71
GCF_027925505.1_ASM2792550v1_genomic.fna	98.45	97.76	98.92	96.93	96.95	98.27	97.57	99.71	97.13	99.71	99.78	99.67	99.84	99.45	99.73	99.78	99.83	99.78	99.71	96.93	99.70	99.77	99.84	97.57	97.57	97.59	99.50	99.04	98.77	99.78	99.70	97.70	100.00	99.78	99.77	99.72	99.73	99.72	99.73	99.72	99.71	97.02	96.95	97.86	97.76	98.84	98.66	98.71	99.73	99.78
GCF_027925565.1_ASM2792556v1_genomic.fna	98.50	97.76	98.97	96.95	96.98	98.30	97.75	99.78	97.28	99.73	99.78	99.64	99.77	99.66	99.78	99.78	99.71	99.85	99.71	96.95	99.66	99.80	99.77	97.57	97.57	97.57	99.57	99.19	98.70	99.78	99.73	97.59	99.78	100.00	99.85	99.78	99.71	99.73	99.78	99.71	99.77	96.75	96.95	97.91	97.70	98.90	98.78	98.66	99.66	99.67
GCF_027925685.1_ASM2792568v1_genomic.fna	98.47	97.75	98.97	96.93	97.02	98.27	97.69	99.89	97.28	99.72	99.80	99.73	99.77	99.59	99.80	99.73	99.78	99.78	99.80	96.98	99.73	99.78	99.77	97.57	97.57	97.57	99.62	99.10	98.84	99.87	99.91	97.70	99.77	99.85	100.00	99.92	99.80	99.59	99.77	99.73	99.73	96.93	96.98	97.89	97.76	98.86	98.66	98.58	99.64	99.73
GCF_027925745.1_ASM2792574v1_genomic.fna	98.47	97.76	98.92	96.93	97.02	98.28	97.59	99.89	97.31	99.78	99.78	99.70	99.72	99.64	99.72	99.77	99.73	99.84	99.83	96.98	99.72	99.78	99.78	97.57	97.57	97.44	99.57	99.12	98.71	99.88	99.85	97.59	99.72	99.78	99.92	100.00	99.78	99.67	99.77	99.66	99.78	96.48	96.93	97.84	97.76	98.80	98.84	98.65	99.67	99.72
GCF_027925765.1_ASM2792576v1_genomic.fna	98.47	97.76	98.97	96.93	96.98	98.23	97.69	99.78	97.27	99.77	99.92	99.67	99.77	99.63	99.73	99.71	99.73	99.92	99.91	96.95	99.97	99.91	99.78	97.57	97.57	97.59	99.50	99.09	98.84	99.73	99.67	97.69	99.73	99.71	99.80	99.78	100.00	99.87	99.88	99.80	99.86	96.93	96.95	97.91	97.75	98.90	98.77	98.62	99.70	99.73
GCF_027925785.1_ASM2792578v1_genomic.fna	98.46	97.76	98.92	96.90	97.01	98.25	97.73	99.63	97.28	99.63	99.87	99.63	99.59	99.57	99.62	99.63	99.50	99.84	99.87	96.95	99.77	99.86	99.71	97.57	97.71	97.74	99.57	99.29	98.79	99.57	99.73	97.76	99.72	99.73	99.59	99.67	99.87	100.00	99.78	99.87	99.68	97.02	96.98	98.08	97.76	98.75	98.65	98.55	99.59	99.62
GCF_027925805.1_ASM2792580v1_genomic.fna	98.45	97.84	98.92	96.95	96.98	98.25	97.76	99.78	97.27	99.73	99.86	99.72	99.73	99.62	99.71	99.73	99.71	99.92	99.89	96.95	99.87	99.92	99.78	97.69	97.69	97.75	99.57	99.20	98.84	99.77	99.67	97.70	99.73	99.78	99.77	99.77	99.88	99.78	100.00	99.87	99.93	96.93	96.93	97.92	97.84	98.80	98.63	98.66	99.50	99.71
GCF_027925825.1_ASM2792582v1_genomic.fna	98.48	97.84	98.97	96.93	96.95	98.27	97.70	99.78	97.27	99.73	99.87	99.68	99.72	99.50	99.77	99.73	99.71	99.94	99.92	96.95	99.77	99.86	99.78	97.69	97.71	97.57	99.53	99.20	98.80	99.73	99.77	97.76	99.72	99.71	99.73	99.66	99.80	99.87	99.87	100.00	99.91	97.14	96.78	97.80	97.76	98.90	98.86	98.65	99.68	99.73
GCF_027925845.1_ASM2792584v1_genomic.fna	98.48	97.76	98.97	96.75	96.98	98.29	97.70	99.78	97.13	99.72	99.93	99.70	99.77	99.53	99.73	99.73	99.77	99.97	99.93	96.95	99.80	99.93	99.78	97.57	97.57	97.57	99.57	99.11	98.84	99.73	99.77	97.71	99.71	99.77	99.73	99.78	99.86	99.68	99.93	99.91	100.00	96.75	96.78	97.87	97.76	98.84	98.79	98.63	99.59	99.72
GCF_030013595.1_ASM3001359v1_genomic.fna	97.52	96.93	97.26	96.95	97.50	97.31	96.88	96.95	97.68	96.99	96.95	96.93	97.01	96.61	96.70	97.00	96.96	96.93	96.95	96.95	97.02	96.98	96.99	96.88	96.93	97.10	96.95	96.93	96.99	96.93	96.78	96.95	97.02	96.75	96.93	96.48	96.93	97.02	96.93	97.14	96.75	100.00	97.82	97.02	97.10	96.65	97.01	97.02	96.61	96.95
GCF_030389925.1_ASM3038992v1_genomic.fna	97.39	97.22	97.21	96.93	97.70	97.31	96.89	96.95	97.73	97.00	96.95	97.02	96.93	96.72	96.65	96.93	96.95	96.95	97.00	97.16	96.72	96.95	96.95	96.94	96.97	97.10	96.93	96.95	96.96	96.74	96.93	96.93	96.95	96.95	96.98	96.93	96.95	96.98	96.93	96.78	96.78	97.82	100.00	97.57	96.66	96.91	97.13	97.16	96.48	96.98
GCF_032382315.1_ASM3238231v1_genomic.fna	99.03	97.72	98.27	96.48	97.16	99.06	97.70	97.79	97.16	98.12	97.89	97.89	98.04	97.95	97.67	98.04	98.07	97.94	97.97	97.02	97.80	97.99	98.02	97.28	97.54	97.53	97.84	98.05	98.06	97.79	97.87	97.52	97.86	97.91	97.89	97.84	97.91	98.08	97.92	97.80	97.87	97.02	97.57	100.00	97.53	98.13	98.13	97.79	97.91	97.79
GCF_033971045.1_ASM3397104v1_genomic.fna	98.09	99.85	97.67	96.78	96.93	97.67	99.85	97.71	96.99	97.76	97.76	97.74	97.69	97.70	97.75	97.74	97.69	97.76	97.76	96.95	97.76	97.75	97.76	99.78	99.86	99.84	97.74	97.76	97.72	97.76	97.71	99.83	97.76	97.70	97.76	97.76	97.75	97.76	97.84	97.76	97.76	97.10	96.66	97.53	100.00	97.81	97.58	97.76	97.70	97.70
GCF_037539565.1_ASM3753956v1_genomic.fna	98.51	97.81	98.91	96.78	97.13	98.26	97.67	98.74	96.98	98.83	98.95	98.89	98.77	98.76	98.95	98.84	98.82	98.79	98.79	96.95	98.85	98.71	98.86	97.70	97.69	97.57	98.74	98.58	99.93	98.85	98.94	97.73	98.84	98.90	98.86	98.80	98.90	98.75	98.80	98.90	98.84	96.65	96.91	98.13	97.81	100.00	99.48	98.51	98.79	98.83
GCF_039911655.1_ASM3991165v1_genomic.fna	98.54	97.74	98.97	96.61	97.13	98.20	97.76	98.83	97.27	98.66	98.58	98.85	98.85	98.62	98.84	98.84	98.90	98.85	98.79	96.98	98.78	98.71	98.83	97.57	97.59	97.69	98.74	98.71	99.50	98.70	98.71	97.68	98.66	98.78	98.66	98.84	98.77	98.65	98.63	98.86	98.79	97.01	97.13	98.13	97.58	99.48	100.00	98.52	98.70	98.83
GCF_039912655.1_ASM3991265v1_genomic.fna	98.51	97.73	98.90	96.61	97.00	98.24	97.72	98.66	97.14	98.38	98.63	98.51	98.71	98.25	98.62	98.62	98.71	98.71	98.71	96.75	98.71	98.71	98.65	97.75	97.75	97.82	98.54	98.51	98.52	98.71	98.65	97.82	98.71	98.66	98.58	98.65	98.62	98.55	98.66	98.65	98.63	97.02	97.16	97.79	97.76	98.51	98.52	100.00	98.56	98.71
GCF_040571355.1_ASM4057135v1_genomic.fna	98.47	97.70	98.97	96.93	96.95	98.23	97.59	99.70	97.13	99.71	99.62	99.67	99.93	99.64	99.68	99.77	99.94	99.70	99.73	96.95	99.67	99.68	99.84	97.57	97.57	97.57	99.48	99.10	98.84	99.62	99.59	97.69	99.73	99.66	99.64	99.67	99.70	99.59	99.50	99.68	99.59	96.61	96.48	97.91	97.70	98.79	98.70	98.56	100.00	99.92
GCF_040571365.1_ASM4057136v1_genomic.fna	98.46	97.74	98.97	96.95	97.00	98.20	97.73	99.68	97.13	99.57	99.73	99.63	99.97	99.53	99.73	99.80	99.97	99.73	99.72	96.95	99.72	99.68	99.80	97.74	97.69	97.73	99.50	99.29	98.66	99.72	99.67	97.71	99.78	99.67	99.73	99.72	99.73	99.62	99.71	99.73	99.72	96.95	96.98	97.79	97.70	98.83	98.83	98.71	99.92	100.00
