"group","arc_genome","bac_genome","dis","arc_subtype","bac_subtype"
"Cas1","GCF_000970265.1_ASM97026v1_genomic.fna","GCA_002441005.1_ASM244100v1_genomic.fna",0.765011512,"TypeIB","TypeIB"
"Cas1","GCF_004099695.1_ASM409969v1_genomic.fna","GCA_002441005.1_ASM244100v1_genomic.fna",0.738368226,"TypeIB","TypeIB"
"Cas1","GCA_900079125.1_MBBA_genomic.fna","GCA_002441005.1_ASM244100v1_genomic.fna",1.003211518,"TypeIB","TypeIB"
"Cas1","GCA_905171685.1_GoM-Arc1_E50_genomic.fna","GCA_002441005.1_ASM244100v1_genomic.fna",0.832900646,"TypeIB","TypeIB"
"Cas1","GCF_001888095.1_ASM188809v1_genomic.fna","GCA_002441005.1_ASM244100v1_genomic.fna",0.750466057,"TypeIB","TypeIB"
"Cas1","GCF_000504205.1_ASM50420v1_genomic.fna","GCA_002441005.1_ASM244100v1_genomic.fna",0.675814677,"TypeIB","TypeIB"
"Cas1","GCF_006546655.1_ASM654665v1_genomic.fna","GCA_002441005.1_ASM244100v1_genomic.fna",0.673026405,"TypeIB","TypeIB"
"Cas1","GCF_000220645.1_ASM22064v1_genomic.fna","GCA_900011355.1_Peptoclostridium_difficile_genomic.fna",0.566151613,"TypeIB","TypeIB"
"Cas1","GCF_000300255.2_ASM30025v2_genomic.fna","GCA_008680265.1_ASM868026v1_genomic.fna",0.977460968,"TypeU","TypeU"
"Cas1","GCA_002506905.1_ASM250690v1_genomic.fna","GCA_008680265.1_ASM868026v1_genomic.fna",1.016445464,"TypeU","TypeU"
"Cas1","GCA_009777615.1_ASM977761v1_genomic.fna","GCA_008680265.1_ASM868026v1_genomic.fna",1.034265946,"TypeU","TypeU"
"Cas1","GCF_000800805.1_ASM80080v1_genomic.fna","GCA_008680265.1_ASM868026v1_genomic.fna",0.988379662,"TypeU","TypeU"
"Cas1","GCA_025041175.1_ASM2504117v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.312651829,"TypeIB","TypeIB"
"Cas1","GCA_007896465.1_ASM789646v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.480985183,"TypeIB","TypeIB"
"Cas1","GCA_025041235.1_ASM2504123v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.623863114,"TypeIB","TypeIB"
"Cas1","GCA_027563145.1_ASM2756314v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.621433264,"TypeIB","TypeIB"
"Cas1","GCF_005435235.1_ASM543523v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.608298019,"TypeIB","TypeIB"
"Cas1","GCF_024508235.1_ASM2450823v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.579970128,"TypeIB","TypeIB"
"Cas1","GCA_001950595.1_ASM195059v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.654392164,"TypeIB","TypeIB"
"Cas1","GCF_007421925.1_ASM742192v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.645795742,"TypeIB","TypeIB"
"Cas1","GCF_024298825.1_ASM2429882v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.661624348,"TypeIB","TypeIB"
"Cas1","GCF_002355635.1_ASM235563v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.703716212,"TypeIB","TypeIB"
"Cas1","GCF_018200015.1_ASM1820001v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.715511358,"TypeIB","TypeIB"
"Cas1","GCF_020405245.1_ASM2040524v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.674142451,"TypeIB","TypeIB"
"Cas1","GCF_001886955.1_ASM188695v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.686588226,"TypeIB","TypeIB"
"Cas1","GCF_000226975.2_ASM22697v3_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.736157888,"TypeIB","TypeIB"
"Cas1","GCF_007004735.1_ASM700473v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.64943449,"TypeIB","TypeIB"
"Cas1","GCF_000025685.1_ASM2568v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.731707827,"TypeIB","TypeIB"
"Cas1","GCF_024218795.1_ASM2421879v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.555476677,"TypeIB","TypeIB"
"Cas1","GCA_023008585.1_ASM2300858v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.650189236,"TypeIB","TypeIB"
"Cas1","GCF_004209855.1_ASM420985v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.655331903,"TypeIB","TypeIB"
"Cas1","GCF_023093535.1_ASM2309353v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.664097578,"TypeIB","TypeIB"
"Cas1","GCF_024498195.1_ASM2449819v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.636044252,"TypeIB","TypeIB"
"Cas1","GCF_000379085.1_ASM37908v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.523185913,"TypeIB","TypeIB"
"Cas1","GCF_009617995.1_ASM961799v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.528138025,"TypeIB","TypeIB"
"Cas1","GCF_012726095.1_ASM1272609v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.528138025,"TypeIB","TypeIB"
"Cas1","GCF_005938085.1_ASM593808v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.515095853,"TypeIB","TypeIB"
"Cas1","GCF_000281695.1_ASM28169v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.522045357,"TypeIB","TypeIB"
"Cas1","GCF_000337175.1_ASM33717v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.519215674,"TypeIB","TypeIB"
"Cas1","GCF_019599465.1_ASM1959946v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.533518997,"TypeIB","TypeIB"
"Cas1","GCA_004799625.1_ASM479962v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.520406153,"TypeIB","TypeIB"
"Cas1","GCF_001953745.1_ASM195374v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.529035664,"TypeIB","TypeIB"
"Cas1","GCF_024464655.1_ASM2446465v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.517374936,"TypeIB","TypeIB"
"Cas1","GCF_014646875.1_ASM1464687v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.531165459,"TypeIB","TypeIB"
"Cas1","GCF_000306765.2_ASM30676v2_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.587944015,"TypeIB","TypeIB"
"Cas1","GCA_003021175.1_ASM302117v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.6216454,"TypeIB","TypeIB"
"Cas1","GCA_003020985.1_ASM302098v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.604967676,"TypeIB","TypeIB"
"Cas1","GCF_011602445.1_ASM1160244v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.628198864,"TypeIB","TypeIB"
"Cas1","GCF_021233435.1_ASM2123343v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.656746978,"TypeIB","TypeIB"
"Cas1","GCA_003023215.1_ASM302321v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.64045297,"TypeIB","TypeIB"
"Cas1","GCF_009663395.1_ASM966339v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.628339583,"TypeIB","TypeIB"
"Cas1","GCF_024138125.1_ASM2413812v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.521897624,"TypeIB","TypeIB"
"Cas1","GCF_001011115.1_ASM101111v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.621498002,"TypeIB","TypeIB"
"Cas1","GCF_013839425.1_ASM1383942v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.636294039,"TypeIB","TypeIB"
"Cas1","GCF_000023945.1_ASM2394v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.650765273,"TypeIB","TypeIB"
"Cas1","GCF_009690625.1_ASM969062v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.649791159,"TypeIB","TypeIB"
"Cas1","GCF_009797925.1_ASM979792v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.649791159,"TypeIB","TypeIB"
"Cas1","GCF_900880625.1_WSM64_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.653426955,"TypeIB","TypeIB"
"Cas1","GCF_014647475.1_ASM1464747v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.574432858,"TypeIB","TypeIB"
"Cas1","GCA_000447865.2_ASM44786v2_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.509894474,"TypeIB","TypeIB"
"Cas1","GCF_000337915.1_ASM33791v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.586228862,"TypeIB","TypeIB"
"Cas1","GCF_003781945.1_ASM378194v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.591431087,"TypeIB","TypeIB"
"Cas1","GCF_025629245.1_ASM2562924v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.573760382,"TypeIB","TypeIB"
"Cas1","GCF_001368915.1_PRJEB5949_assembly_1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.628485208,"TypeIB","TypeIB"
"Cas1","GCF_014635105.1_ASM1463510v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.629832659,"TypeIB","TypeIB"
"Cas1","GCF_014530665.1_ASM1453066v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.623370181,"TypeIB","TypeIB"
"Cas1","GCF_003383005.1_ASM338300v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.620616197,"TypeIB","TypeIB"
"Cas1","GCF_003383015.1_ASM338301v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.623365083,"TypeIB","TypeIB"
"Cas1","GCF_003383065.1_ASM338306v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.623371451,"TypeIB","TypeIB"
"Cas1","GCF_000223905.1_ASM22390v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.629887595,"TypeIB","TypeIB"
"Cas1","GCF_003697845.1_ASM369784v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.637224691,"TypeIB","TypeIB"
"Cas1","GCF_024494655.1_ASM2449465v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.642711337,"TypeIB","TypeIB"
"Cas1","GCF_008729005.1_ASM872900v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.653204034,"TypeIB","TypeIB"
"Cas1","GCF_008729015.1_ASM872901v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.653204034,"TypeIB","TypeIB"
"Cas1","GCF_019599485.1_ASM1959948v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.649973721,"TypeIB","TypeIB"
"Cas1","GCF_005435095.1_ASM543509v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.664027146,"TypeIB","TypeIB"
"Cas1","GCF_000230715.2_ASM23071v3_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.600823822,"TypeIB","TypeIB"
"Cas1","GCF_013402815.2_ASM1340281v2_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.640305708,"TypeIB","TypeIB"
"Cas1","GCF_024362485.1_ASM2436248v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.572221546,"TypeIB","TypeIB"
"Cas1","GCF_006543045.1_ASM654304v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.623777275,"TypeIB","TypeIB"
"Cas1","GCF_003344565.1_ASM334456v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.641376901,"TypeIB","TypeIB"
"Cas1","GCF_008806815.1_ASM880681v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.554519108,"TypeIB","TypeIB"
"Cas1","GCA_003020945.1_ASM302094v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.569018421,"TypeIB","TypeIB"
"Cas1","GCF_017874235.1_ASM1787423v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.590910278,"TypeIB","TypeIB"
"Cas1","GCA_017357105.2_ASM1735710v2_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.636956853,"TypeIB","TypeIB"
"Cas1","GCF_000336875.1_ASM33687v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.664773432,"TypeIB","TypeIB"
"Cas1","GCF_007833275.1_ASM783327v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.669327326,"TypeIB","TypeIB"
"Cas1","GCF_001280455.1_ASM128045v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.658806916,"TypeIB","TypeIB"
"Cas1","GCF_008806895.1_ASM880689v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.65882252,"TypeIB","TypeIB"
"Cas1","GCF_000230955.2_ASM23095v3_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.653200438,"TypeIB","TypeIB"
"Cas1","GCF_900005775.1_ASM90000577v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.655992344,"TypeIB","TypeIB"
"Cas1","GCF_003602035.1_ASM360203v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.611270905,"TypeIB","TypeIB"
"Cas1","GCF_013415885.1_ASM1341588v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.516305158,"TypeIB","TypeIB"
"Cas1","GCF_000337675.1_ASM33767v1_genomic.fna","GCF_000974365.1_ASM97436v1_genomic.fna",1.714882471,"TypeIB","TypeIB"
"Cas1","GCA_006954475.1_ASM695447v1_genomic.fna","GCF_015559915.1_ASM1555991v1_genomic.fna",0.62548739,"TypeIB","TypeIB"
"Cas1","GCA_023252885.1_ASM2325288v1_genomic.fna","GCF_000504105.1_ASM50410v1_genomic.fna",1.007150462,"TypeIB","TypeIB"
"Cas1","GCF_002906215.1_ASM290621v1_genomic.fna","GCF_000504105.1_ASM50410v1_genomic.fna",0.994416223,"TypeIB","TypeIB"
"Cas1","GCF_900248165.1_Nitrosocaldus_cavascurensis_SCU2_chromosome_genomic.fna","GCF_000504105.1_ASM50410v1_genomic.fna",0.994416223,"TypeIB","TypeIB"
"Cas1","GCA_021513715.1_ASM2151371v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.313770256,"TypeIB","TypeIB"
"Cas1","GCF_000152265.2_ASM15226v2_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.724643091,"TypeIB","TypeIB"
"Cas1","GCF_023016325.1_ASM2301632v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.370852157,"TypeIB","TypeIB"
"Cas1","GCF_021184045.1_ASM2118404v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.370075481,"TypeIB","TypeIB"
"Cas1","GCF_013388255.1_ASM1338825v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.424193465,"TypeIB","TypeIB"
"Cas1","GCF_000404165.1_ASM40416v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.307291878,"TypeIB","TypeIB"
"Cas1","GCF_023227715.1_ASM2322771v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.333426259,"TypeIB","TypeIB"
"Cas1","GCF_017873625.1_ASM1787362v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.339987009,"TypeIB","TypeIB"
"Cas1","GCA_000499765.1_Methanobacterium_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.368462408,"TypeIB","TypeIB"
"Cas1","GCA_002498905.1_ASM249890v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.367937977,"TypeIB","TypeIB"
"Cas1","GCA_003491305.1_ASM349130v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.361382211,"TypeIB","TypeIB"
"Cas1","GCF_000302455.1_ASM30245v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.333212512,"TypeIB","TypeIB"
"Cas1","GCF_002813655.1_ASM281365v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.367816876,"TypeIB","TypeIB"
"Cas1","GCF_000214725.1_ASM21472v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.365160351,"TypeIB","TypeIB"
"Cas1","GCF_017874455.1_ASM1787445v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.417728978,"TypeIB","TypeIB"
"Cas1","GCF_900095295.1_MCBB_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.421596246,"TypeIB","TypeIB"
"Cas1","GCF_018141185.1_ASM1814118v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.313650486,"TypeIB","TypeIB"
"Cas1","GCA_003491285.1_ASM349128v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.334750031,"TypeIB","TypeIB"
"Cas1","GCA_027110455.1_ASM2711045v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.326663009,"TypeIB","TypeIB"
"Cas1","GCF_012027555.1_ASM1202755v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.605817793,"TypeIB","TypeIB"
"Cas1","GCF_024707485.1_ASM2470748v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.6834929,"TypeIB","TypeIB"
"Cas1","GCF_904067545.1_T_caminus_IRI35c_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.739448925,"TypeIB","TypeIB"
"Cas1","GCF_012027515.1_ASM1202751v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.735991868,"TypeIB","TypeIB"
"Cas1","GCF_012027635.1_ASM1202763v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.768843436,"TypeIB","TypeIB"
"Cas1","GCF_000585495.1_ASM58549v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.758297853,"TypeIB","TypeIB"
"Cas1","GCF_000151205.2_ASM15120v2_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.790649975,"TypeIB","TypeIB"
"Cas1","GCF_012027685.1_ASM1202768v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.761862564,"TypeIB","TypeIB"
"Cas1","GCF_000725425.1_ASM72542v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.646520694,"TypeIB","TypeIB"
"Cas1","GCF_023746595.1_ASM2374659v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.67603212,"TypeIB","TypeIB"
"Cas1","GCF_000022545.1_ASM2254v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.688297902,"TypeIB","TypeIB"
"Cas1","GCF_012027425.1_ASM1202742v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.659959253,"TypeIB","TypeIB"
"Cas1","GCF_000194625.1_ASM19462v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.397588217,"TypeIB","TypeIB"
"Cas1","GCA_000789255.1_ASM78925v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.494856768,"TypeIB","TypeIB"
"Cas1","GCF_001006045.1_ASM100604v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.430537334,"TypeIB","TypeIB"
"Cas1","GCF_002214565.1_ASM221456v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.934069102,"TypeIIIA","TypeIB"
"Cas1","GCF_000221185.1_ASM22118v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.63532109,"TypeIB","TypeIB"
"Cas1","GCF_002214505.1_ASM221450v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.682527536,"TypeIB","TypeIB"
"Cas1","GCF_002813675.1_ASM281367v1_genomic.fna","GCF_000279145.1_ASM27914v1_genomic.fna",1.386847135,"TypeIB","TypeIB"
